EXPID,REFID,RYEAR,RTYPE,RJRNL,RAUTHOR,RTITLE,RPUBLISHER,RPUBDATE,RLANGUAGE,RCITATION,RYAK94,RNOTES
LHOT90102,07,1990,3.0,CLMB,"Child, Greg",Reasonable Doubt,,,,142:74-81+ (Feb 1994),,
EVER88309,03,1988,3.0,CLMB,"Child, Greg","Stealing Everest, The Rise and Fall of Lydia Bradey",,,,150:122-128+ (Feb 1995),,
EVER96113,10,1996,3.0,CLMB,"Kennedy, Micheal",By the Book,,,,163:94-104+ (Sep 1996),,
EVER96113,11,1996,3.0,CLMB,"Beidleman, Neal",The Last Step,,,,163:105-106 (Sep 1996),,
ANN150101,09,1950,3.0,CLMB,"Roberts, David",Rewriting Annapurna,,,,173:72-78 (Dec 1997),,
EVER96115,08,1996,3.0,OUTS,"Bryant, Mark & Krakauer, Jon",Everest: A Year Later,Outside Magazine,,,57-62+ (May 1997),,
EVER96115,09,1996,3.0,OUTS,"Child, Greg",Lessons in Futility,Outside Magazine,,,64-65+ (May 1997),,
EVER96115,10,1996,3.0,OUTS,"Krakauer, Jon",Into Thin Air,Outside Magazine,,,46-66+ (Sep 1996),,
EVER96115,11,1996,3.0,OTH,"Dowling, Claudia Glenn",Death on the Mountain,Life Magazine,,,32-46 (Aug 1996),,
EVER96115,12,1996,3.0,MENS,"Wilkinson, Peter",The Death Zone,Men's Journal,,,36-46 (Aug 1996),,
EVER96115,13,1996,3.0,MENS,"Wilkinson, Peter",Everest: The Aftermath,Men's Journal,,,40-46 (May 1997),,
EVER96113,12,1996,3.0,OTH,"Dowling, Claudia Glenn",Death on the Mountain,Life Magazine,,,32-46 (Aug 1996),,
EVER96113,13,1996,3.0,MENS,"Wilkinson, Peter",The Death Zone,Men's Journal,,,36-46 (Aug 1996),,
EVER96113,14,1996,3.0,MENS,"Wilkinson, Peter",Everest: The Aftermath,Men's Journal,,,40-46 (May 1997),,
EVER96113,15,1996,3.0,OUTS,"Krakauer, Jon",Into Thin Air,Outside Magazine,,,46-66+ (Sep 1996),,
EVER96113,16,1996,3.0,OUTS,"Bryant, Mark & Krakauer, Jon",Everest: A Year Later,Outside Magazine,,,57-62+ (May 1997),,
EVER96113,17,1996,3.0,OUTS,"Child, Greg",Lessons in Futility,Outside Magazine,,,64-65+ (May 1997),,
EVER96113,18,1996,3.0,HIGH,"Deegan, Paul",Rescue on Everest,,,,165:86-88 (Aug 1996),,
EVER72101,06,1972,3.0,MM,"Scott, Doug",To Rest is Not to Conquer,,,,23:10-18 (Sep 1972),,
MANA70301,01,1970,3.0,MM,,Recent Himalayan Ascents,,,,22:11-19 (Jul 1972),,
KTEG00101,02,2000,2.0,AAJ,"Babanov, Valerie",The North Face of Kangtega,,,,75:71-78 (2001),,
JONG00301,01,2000,2.0,AAJ,"Stremfelj, Andrej",,,,,75:379-380 (2001),,
NALA00201,01,2000,2.0,AAJ,"Ohnishi, Tamotsu",,,,,75:376-378 (2001),,
ANN100301,01,2000,2.0,AAJ,"Hawley, Elizabeth",,,,,75:380-381 (2001),,
NILN00101,02,2000,2.0,AAJ,"De Choudens, Antoine",,,,,75:381-382 (2001),,
ANN300301,01,2000,2.0,AAJ,"Strmsek, Boris",,,,,75:382-383 (2001),,
MANA00102,02,2000,2.0,AAJ,"Lafaille, Jean-Christophe",,,,,75:384 (2001),,
EVER00112,02,2000,2.0,AAJ,"Hawley, Elizabeth",,,,,75:384-365 (2001),,
EVER00116,02,2000,2.0,AAJ,"Hawley, Elizabeth",,,,,75:384-385 (2001),,
EVER00132,02,2000,2.0,AAJ,"Hawley, Elizabeth",,,,,75:384-365 (2001),,
EVER00110,02,2000,2.0,AAJ,"Hawley, Elizabeth",,,,,75:384-365 (2001),,
EVER00128,02,2000,2.0,AAJ,"Hawley, Elizabeth",,,,,75:384-365 (2001),,
EVER00301,01,2000,2.0,AAJ,"Hawley, Elizabeth",,,,,75:385-386 (2001),,
AMAD00101,02,2000,2.0,AAJ,"Hawley, Elizabeth",,,,,75:386 (2001),,
MALA00101,01,2000,2.0,AAJ,"Carse, Peter",,,,,75:389-391 (2001),,
GAN200101,02,2000,2.0,AAJ,"Hawley, Elizabeth",,,,,75:391 (2001),,
JANU00101,03,2000,2.0,AAJ,"Lindblade, Andrew",,,,,75:392-394 (2001),,
CHOY00309,01,2000,2.0,AAJ,"Fowler, Charlie",,,,,75:397-398 (2001),,
CHOY00310,01,2000,2.0,AAJ,"Fowler, Charlie",,,,,75:397-398 (2001),,
KTOK99201,01,1999,2.0,AAJ,"Ohnishi, Tamotsu",,,,,75:375-376 (2001),,
EVER01122,01,2001,3.0,HIGH,"Williams, Simon",The Price of Everest,,,,226:76-77 (Sep 2001),,Letter of complaint about commericial expedition
EVER01122,02,2001,3.0,HIGH,"Stubbs, Terry",Adventure Extreme Replies,,,,226:77 (Sep 2001),,Reply to letter of complaint about commericial expedition
NALA00201,02,2000,3.0,HIGH,,,,,,226:57 (Sep 2001),,
DHAM00201,01,2000,3.0,HIGH,,,,,,226:57 (Sep 2001),,
JONG00301,02,2000,3.0,HIGH,,,,,,226:57-58 (Sep 2001),,
JANU00301,01,2000,3.0,HIGH,,,,,,226:58 (Sep 2000),,
EVER00304,01,2000,3.0,HIGH,,,,,,226:58-59 (Sep 2001),,
EVER00301,02,2000,3.0,HIGH,,,,,,226:59-60 (Sep 2001),,
EVER00302,01,2000,3.0,HIGH,,,,,,226:59-60 (Sep 2001),,
EVER00303,01,2000,3.0,HIGH,,,,,,226:59-60 (Sep 2001),,
LHOT00301,01,2000,3.0,HIGH,,,,,,226:60 (Sep 2001),,
LHOT00303,01,2000,3.0,HIGH,,,,,,226:60 (Sep 2001),,
CHOL00301,01,2000,3.0,HIGH,,,,,,226:60-61 (Sep 2001),,
DORJ00301,01,2000,3.0,HIGH,,,,,,226:63 (Sep 2001),,
DORJ00302,01,2000,3.0,HIGH,,,,,,226:63 (Sep 2001),,
DORJ00303,01,2000,3.0,HIGH,,,,,,226:63 (Sep 2001),,
CHOY00322,01,2000,3.0,HIGH,,,,,,226:63 (Sep 2001),,
CHOY00324,01,2000,3.0,HIGH,,,,,,226:63 (Sep 2001),,
GAN100301,01,2000,3.0,HIGH,,,,,,226:63-64 (Sep 2001),,
CHMN00301,01,2000,3.0,HIGH,,,,,,226:65 (Sep 2001),,
RATC00301,01,2000,3.0,HIGH,,,,,,226:65 (Sep 2001),,
MANA00301,01,2000,3.0,HIGH,,,,,,226:65-66 (Sep 2001),,
ANN300301,02,2000,3.0,HIGH,,,,,,226:66 (Sep 2001),,
TILI00301,01,2000,3.0,HIGH,,,,,,226:66 (Sep 2001),,
TILI00306,01,2000,3.0,HIGH,,,,,,226:66 (Sep 2001),,
ANN100301,02,2000,3.0,HIGH,,,,,,226:66 (Sep 2001),,
ANN100302,01,2000,3.0,HIGH,,,,,,226:66 (Sep 2001),,
LSIS00301,01,2000,3.0,HIGH,,,,,,226:67 (Sep 2001),,
KTEG00301,01,2000,3.0,HIGH,,,,,,226:67 (Sep 2001),,
KANG00301,01,2000,3.0,HIGH,,,,,,226:67 (Sep 2001),,
DHA100301,01,2000,3.0,HIGH,,,,,,226:68 (Sep 2001),,
DHA100302,01,2000,3.0,HIGH,,,,,,226:68 (Sep 2001),,
HIML00301,01,2000,3.0,HIGH,,,,,,226:68 (Sep 2001),,
KGUR00301,01,2000,3.0,HIGH,,,,,,226:68 (Sep 2001),,
EVER71101,13,1971,1.0,,Schloemmer,"Meine Welt, Die Berge","Styria, Graz, Austria",1973,German,,S154,
MANA71101,08,1971,1.0,,Japan Manaslu West Wall Expedition,Manaslu West-Wall 1971,"Yamato-Keikoku-sha, Tokyo",1974,Japanese w/English summary,,jN212,
MANA56101,07,1956,2.0,JAC,"Maki, Yuko","Recollection of the Manaslu, 1956",,,,51:1-8 (1957),,
HIME60101,03,1960,2.0,JAC,"Yamada, Jiro","Himalchuli, 1960",,,,56:1-2 (1961),,
APIM60101,02,1960,2.0,JAC,"Tsuda, Yasusuke","Api Climbed, 1960",,,,56:4-6 (1961),,
LEON60101,02,1960,2.0,JAC,"Ito, Hisayuki","Jugal Himal, 1960",,,,56:7-8 (1961),,
NILN81101,03,1981,2.0,JAC,"Takao, Kaoru",Nilgiri North from the East Ridge in 1981,,,English,77:29-31 (1982),,Photos in English included in Japanese section
DORJ81301,03,1981,2.0,JAC,"Kutaoka, Kunio",First Ascent of Dorje Lakpa in 1981,,,English,77:11-12 (1982),,Photos and route map in English included in Japanese section
LANR81301,03,1981,2.0,JAC,"Uematsu, Hideyuki",First Ascent of Langtang Ri in 1981,,,English,77:9-10 (1982),,Photo and route map in English included in Japanese section
ANN181301,03,1981,2.0,JAC,"Yoshino, Hiroshi","The South Face of Annapurna I, 1981",,,Japanese,77:11-16 (1982),,
URKM99101,01,1999,3.0,HIGH,,,,,,207:58 (Feb 2000),,
EVER98108,03,1998,1.0,,"Whittaker, Tom",Higher Purpose,"Lifeline Press, Washington, DC",2001,,,,
DHA670101,04,1970,1.0,,Kansai Mountaineering Club,Dhaulagiri VI,"Kansai Mountaineering Club, Osaka",1972,Japanese,,jK142,
ANN300301,03,2000,3.0,HIGH,,,,,,228:80 (Nov 2001),,Correction to photo caption in Sep 2001 issue
AMAD00101,03,2000,2.0,HJ,"Halstead, Aaron",Dirtbags on the Dablam,,,,57:14-19 (2001),,
CHAN98301,02,1998,2.0,HJ,"Yoshinaga, Sadao",Exploring Nepal's Least Known Mountains,,,,57:20-31 (2001),,
CHAN98301,03,1998,2.0,JAC,"Yoshinaga, Sadao",Exploring the Least Known Himalayas,,,English,94:A27-29 (1999),,Fold-out map included in English included in Japanese section
NALA00201,03,2000,2.0,HJ,"Yoshinaga, Sadao",Exploring Nepal's Least Known Mountains,,,,57:20-31 (2001),,
KGUR99301,01,1999,2.0,HJ,"Pulvirenti, Daniela",Kang Guru Expedition,,,,57:32-39 (2001),,
CHOL00301,02,2000,2.0,HJ,"Paul, Bart",Three Alpine Style Climbs in Nepal's Khumbu Himalaya,,,,57:158-162 (2001),,
ANN100301,03,2000,2.0,HJ,"Terray, Nicholas",French Expedition to Annapurna I,,,,57:162-164 (2001),,
PUTH00301,01,2000,2.0,HJ,"Fagart, Didier",French Putha Hiunchuli Expedition,,,,57:165-166 (2001),,
RATC00301,02,2000,2.0,HJ,"Annequin, Jean",Ratna Chuli I,,,,57:166-168 (2001),,
NILN00101,03,2000,2.0,HJ,"De Choudens, Antoine",Bad Seracs and Good Seracs,,,,57:168-171 (2001),,
ANN100103,02,2000,2.0,HJ,"De Choudens, Antoine",Bad Seracs and Good Seracs,,,,57:168-171 (2001),,
KANG89101,05,1989,1.0,,"Senatorov, Vasilii",Traverse,"Arenstvo SAVV, Moscow",1992,Russian,,,
EVER89304,03,1989,1.0,,"Asselin, Jean-Michel",Toit du Mond,"Editions Aspect, St. Etienne, France",1989,French,,A283,
ANNE74101,06,1974,1.0,,"Pons, Jordi",Annapurna Este,"Editorial Juventud, Barcelona",1977,Spanish,,P245,
JANU00101,04,2000,2.0,AJ,"Whimp, Athol",Jannu - North Face,,,,106:12-18 (2001),,
EVER69302,02,1969,3.0,MM,,,,,,7:2 (Jan 1970),,
EVER69301,06,1969,3.0,MM,,,,,,7:2 (Jan 1970),,
ANN469301,03,1969,3.0,MM,,,,,,7:2 (Jan 1970),,
ANN269301,04,1969,3.0,MM,,,,,,7:2 (Jan 1970),,
KJRS69101,04,1969,3.0,MM,,,,,,7:2 (Jan 1970),,
EVER92401,02,1992,3.0,HIGH,,,,,,125:7 (Apr 1993),,
LANG92401,02,1992,3.0,HIGH,,,,,,125:7 (Apr 1993),,
AMAD92403,02,1992,3.0,HIGH,,,,,,125:7-8 (Apr 1993),,
AMAD92404,02,1992,3.0,HIGH,,,,,,125:7-8 (Apr 1993),,
APIM60101,03,1960,2.0,OTH,"Egami, Yasushi",The Ascent of Api,SWAF Journal,,,11:99-104 (1962),,Swiss Foundation for Alpine Research Journal
CHOY01331,01,2001,3.0,OTH,"Schmidt, Marty",A Solo Speed Ascent,Climber Magazine,,,39:28-31 (Autumn 2002),,
LHOM01101,01,2001,3.0,HIGH,,,,,,231:69-71 (Feb 2002),,
LHOT01110,01,2001,3.0,HIGH,,,,,,231:71 (Feb 2002),,
LHOT01108,01,2001,3.0,HIGH,,,,,,231:71 (Feb 2002),,
LHOT01106,01,2001,3.0,HIGH,,,,,,231:71-72 (Feb 2002),,
LHOT01107,01,2001,3.0,HIGH,,,,,,231:71-72 (Feb 2002),,
LHOT01101,01,2001,3.0,HIGH,,,,,,231:72 (Feb 2002),,
LHOT01104,01,2001,3.0,HIGH,,,,,,231:72 (Feb 2002),,
LHOT01103,01,2001,3.0,HIGH,,,,,,231:72 (Feb 2002),,
LHOT01102,01,2001,3.0,HIGH,,,,,,231:72 (Feb 2002),,
EVER01123,01,2001,3.0,HIGH,,,,,,231:73-74 (Feb 2002),,
EVER01129,01,2001,3.0,HIGH,,,,,,231:73 (Feb 2002),,
EVER01135,01,2001,3.0,HIGH,,,,,,231:74 (Feb 2002),,
EVER01147,01,2001,3.0,HIGH,,,,,,231:74 (Feb 2002),,
EVER01134,01,2001,3.0,HIGH,,,,,,231:74 (Feb 2002),,
EVER01148,01,2001,3.0,HIGH,,,,,,231:74-76 (Feb 2002),,
EVER01119,01,2001,3.0,HIGH,,,,,,231:74 (Feb 2002),,
EVER01150,01,2001,3.0,HIGH,,,,,,231:74 (Feb 2002),,
EVER01116,01,2001,2.0,AJ,,,,,,231:74 (Feb 2002),,
EVER01122,03,2001,3.0,HIGH,,,,,,231:74-75 (Feb 2002),,
EVER01136,01,2001,3.0,HIGH,,,,,,231:75 (Feb 2002),,
EVER01120,01,2001,3.0,HIGH,,,,,,231:75 (Feb 2002),,
EVER01143,01,2001,3.0,HIGH,,,,,,231:75 (Feb 2002),,
EVER01131,01,2001,3.0,HIGH,,,,,,231:75-76 (Feb 2002),,
EVER01128,01,2001,3.0,CLMB,,,,,,231:76 (Feb 2002),,
EVER01126,01,2001,3.0,HIGH,,,,,,231:76 (Feb 2002),,
EVER01141,01,2001,3.0,HIGH,,,,,,231:76 (Feb 2002),,
EVER01145,01,2001,3.0,HIGH,,,,,,231:76 (Feb 2002),,
EVER01109,01,2001,3.0,HIGH,,,,,,231:76-77 (Feb 2002),,
EVER01117,01,2001,3.0,CLMB,,,,,,231:77 (Feb 2002),,
EVER01121,01,2001,3.0,HIGH,,,,,,231:77 (Feb 2002),,
EVER01106,01,2001,3.0,HIGH,,,,,,231:77 (Feb 2002),,
EVER01102,01,2001,3.0,HIGH,,,,,,231:77 (Feb 2002),,
EVER01101,01,2001,3.0,HIGH,,,,,,231:77 (Feb 2002),,
EVER01149,01,2001,3.0,HIGH,,,,,,231:77 (Feb 2002),,
PUMO01101,01,2001,3.0,HIGH,,,,,,231:77-78 (Feb 2002),,
KANG01101,01,2001,3.0,HIGH,,,,,,231:78 (Feb 2002),,
MAKA01102,01,2001,3.0,HIGH,,,,,,231:78 (Feb 2002),,
MAKA01107,01,2001,3.0,HIGH,,,,,,231:78 (Feb 2002),,
MAKA01109,01,2001,3.0,HIGH,,,,,,231:78-79 (Feb 2002),,
MAKA01108,01,2001,3.0,HIGH,,,,,,231:78 (Feb 2002),,
MAKA01103,01,2001,3.0,HIGH,,,,,,231:78 (Feb 2002),,
GANC01101,01,2001,3.0,HIGH,,,,,,231:79 (Feb 2002),,
HIML01101,01,2001,3.0,HIGH,,,,,,231:79 (Feb 2002),,
MANA01103,01,2001,3.0,HIGH,,,,,,231:79 (Feb 2002),,
RAKS01101,01,2001,3.0,HIGH,,,,,,231:80 (Feb 2002),,
CHOY01104,01,2001,3.0,CLMB,,,,,,231:80 (Feb 2002),,
CHOY01109,01,2001,3.0,HIGH,,,,,,231:80 (Feb 2002),,
RATH87101,03,1987,2.0,IM,,,,,,20:181-182 (1987),,
KANG87102,04,1987,2.0,IM,,,,,,20:181 (1987),,
KABN94101,03,1994,2.0,IM,,,,,,31:95 (1995),,
RATH92301,01,1992,2.0,IM,"Ghosh, Durrjoy",Rathong,,,,29:84-87 (1993),,
EVER87306,05,1987,2.0,IM,"Scott, Doug",The Northeast Ridge of Everest,,,,22:26-37 (1988),,
EVER88101,08,1988,2.0,IM,"Yamada, Norboru",From Chomolungma to Everest,,,,23:28-34 (1989),,
KABD64101,01,1964,2.0,IM,,,,,,26:101-102 (1990),,
LHOT90102,08,1990,2.0,IM,"Cesen, Tomo",Tomo Cesen's Reply,,,,27:96-97 (1991),,Tomo Cesen's reply to claim of not providing proof of ascent
KANG91101,06,1991,2.0,IM,"Singh, Hukum",Indo-Japanese Kangchenjunga Expedition,,,,27:10-11 (1991),,
JANU92102,03,1992,2.0,IM,"Pockar, Bojana & Furlan, Vanja",,,,,28:82-83 (1992),,
EVER91401,06,1991,2.0,IM,"Ogata, Yoshio",Japan Gunma Winter Mt. Everest SW Face Expedition 1991-92,,,,28:40-42 (1992),,
CHOY58101,04,1958,2.0,IM,"Singh, Jagjit",35th Anniversary of the First IMF Expedition,,,,29:57-66 (1993),,
PYRM93101,04,1993,2.0,IM,"Singh, Harbhajan",First Ascent of Pyramid Peak,,,,30:56-57 (1994),,
KOTA93301,01,1993,2.0,AAJ,,,,,,68:204 (1994),,
EVER93301,03,1993,2.0,IM,"Chatterjee, Atanu",Indian Everest (North Col) Expedition,,,,30:92-97 (1994),,
TAWO95101,07,1995,2.0,IM,"Fowler, Mick",Taweche's Torture Tube,,,,32:90-92 (1996),,
EVER96110,04,1996,2.0,IM,"Das, P. M.",First Indian Ascent of Everest by the NE Ridge 1996,,,,32:31-38 (1996),,
EVER99125,03,1999,2.0,IM,"Yadav, Santosh",Everest: The Kangshung Face,,,,35:11-16 (1999-2000),,
EVER96110,05,1996,2.0,IM,"Kohli, M. S.",Dead Climbers Walk,,,,35:55-60 (1999-2000),,"Clarification on Japanese ""non-rescue"" of Indian climbers"
EVER80401,03,1980,2.0,IM,"Uemura, Naomi",Japanese Winter Everest Expedition,,,,7:24-25 (Spring 1981),,
EVER80103,07,1980,2.0,IM,"Motwani, Prem Kumar",Rising Sun on Chomolungma,,,,7:26-37 (Spring 1981),,
MAKA80301,04,1980,2.0,IM,"Scott, Doug",The British Makalu-Kangchungtse Expedition 1980,,,,7:51-54 (1981),,
MACH56101,02,1956,2.0,IM,"Roberts, Jimmy",A Reconnaissance in 1956 of Machapuchare,,,,12:103-109 (1983),,
EVER82101,07,1982,2.0,IM,"Rost, Yuri",At the Top of the World,,,,12:125-132 (1983),,
DHA182401,04,1982,2.0,IM,"Anma, Soh",The First Winter Ascent of Dhaulagiri I,,,,12:138-140 (1983),,
EVER00301,03,2000,1.0,,"Karnicar, Davo",Z Everesta,"Agengija Prestige, Ljubjana, Slovenia",2000,Slovenian,,,
EVER96110,06,1996,1.0,,"Das, Parash Moni",Storms and Sunsets in the Himalaya,"Lotus Publishers, Jalandhar City, India",2000,,,,
MAKA54101,04,1954,1.0,,"Swan, Lawrence W.",Tales of the Himalaya,"Mountain N'Air Books, La Crescenta, CA",2000,,,,
NALA00201,04,2000,2.0,JAC,"Ohnishi, Tamotsu",Wandering in the Farthest Northwest Nepal,,,English,96:A22-25 (2001),,Fold-out map and photos in English included in Japanese section
EVER82302,07,1982,1.0,,"Skreslet, Laurie",To the Top of Everest,"Kids Can Press, Toronto",2002,,,,
EVER96112,01,1996,1.0,,"Meutzner, Frank & Wiegand, Gotz",Gipfeltraume,"Sportverlag Berlin, Berlin",2001,German,,,
CHOY97108,01,1997,1.0,,"Meutzner, Frank & Wiegand, Gotz",Gipfeltraume,"Sportverlag Berlin, Berlin",2001,German,,,
MAKA98101,01,1998,1.0,,"Meutzner, Frank & Wiegand, Gotz",Gipfeltraume,"Sportverlag Berlin, Berlin",2001,German,,,
MANA99104,01,1999,1.0,,"Meutzner, Frank & Wiegand, Gotz",Gipfeltraume,"Sportverlag Berlin, Berlin",2001,German,,,
MAKA00102,02,2000,1.0,,"Meutzner, Frank & Wiegand, Gotz",Gipfeltraume,"Sportverlag Berlin, Berlin",2001,German,,,
CHOY82101,04,1982,1.0,,"Dauer, Tom",Reinhard Karl,"AS Verlag, Zurich",2002,German,,,
EVER78102,10,1978,1.0,,"Dauer, Tom",Reinhard Karl,"AS Verlag, Zurich",2002,German,,,
GAN101301,01,2001,3.0,HIGH,,,,,,237:57-58 (Aug 2002),,
KTUN56101,01,1956,2.0,AAJ,,,,,,31:171 (1957),,
MAKA00401,01,2000,3.0,HIGH,,,,,,232:74 (Mar 2002),,
ANN170101,08,1970,3.0,MM,,,,,,5:5 (Sep 1969),,
DHA169101,07,1969,3.0,MM,,,,,,4:5-6 (Jul 1969),,
AMAD01301,01,2001,3.0,HIGH,,,,,,239:68-69 (Oct 2002),,
PUMO01304,01,2001,3.0,HIGH,,,,,,239:69 (Oct 2002),,
PUMO01305,01,2001,3.0,HIGH,,,,,,239:69 (Oct 2002),,
PUMO01302,01,2001,3.0,HIGH,,,,,,239:69 (Oct 2002),,
EVER01301,01,2001,3.0,HIGH,,,,,,239:68-69 (Oct 2002),,
EVER01302,01,2001,3.0,HIGH,,,,,,239:69 (Oct 2002),,
EVER01303,01,2001,3.0,HIGH,,,,,,239:69 (Oct 2002),,
CHOY01309,01,2001,3.0,HIGH,,,,,,239:71 (Oct 2002),,
CHOY01331,02,2001,3.0,HIGH,,,,,,239:71 (Oct 2002),,
CHOY01304,01,2001,3.0,HIGH,,,,,,239:71 (Oct 2002),,
CHOY01301,01,2001,3.0,HIGH,,,,,,239:71 (Oct 2002),,
CHOY01302,01,2001,3.0,HIGH,,,,,,239:71 (Oct 2002),,
HCHI01301,01,2001,3.0,HIGH,,,,,,239:71 (Oct 2002),,
ANN301301,01,2001,3.0,HIGH,,,,,,239:71-73 (Oct 2002),,
RAKS01301,01,2001,3.0,HIGH,,,,,,239:73-74 (Oct 2002),,
DHA101303,01,2001,3.0,HIGH,,,,,,239:74-75 (Oct 2002),,
DHA101301,01,2001,3.0,HIGH,,,,,,239:75 (Oct 2002),,
DHA101304,01,2001,3.0,HIGH,,,,,,239:75 (Oct 2002),,
DHA101305,01,2001,3.0,HIGH,,,,,,239:75 (Oct 2002),,
DHA101306,01,2001,3.0,HIGH,,,,,,239:75 (Oct 2002),,
APIM01301,01,2001,3.0,HIGH,,,,,,239:75 (Oct 2002),,
RAMT01301,01,2001,3.0,HIGH,,,,,,239:75 (Oct 2002),,
TENG01301,01,2001,3.0,HIGH,,,,,,239:75 (Oct 2002),,
MAKA01301,01,2001,3.0,HIGH,,,,,,239:76 (Oct 2002),,
MAK201301,01,2001,3.0,HIGH,,,,,,239:76 (Oct 2002),,
NUMB01301,01,2001,3.0,HIGH,,,,,,239:76 (Oct 2002),,
DORJ01301,01,2001,3.0,HIGH,,,,,,239:76 (Oct 2002),,
MANA01301,01,2001,3.0,HIGH,,,,,,239:76 (Oct 2002),,
MANA01302,01,2001,3.0,HIGH,,,,,,239:76 (Oct 2002),,
KGUR01301,01,2001,3.0,HIGH,,,,,,239:76 (Oct 2002),,
KGUR01302,01,2001,3.0,HIGH,,,,,,239:76 (Oct 2002),,
ANN401303,01,2001,3.0,HIGH,,,,,,239:76 (Oct 2002),,
TILI01302,01,2001,3.0,HIGH,,,,,,239:76 (Oct 2002),,
TUKU01301,01,2001,3.0,HIGH,,,,,,239:76 (Oct 2002),,
RAKS01301,02,2001,5.0,,,http://www.virginsummits.org/raksha.htm#rakshastart,,,,,,
LHOM01101,02,2001,2.0,AAJ,"Koshelenko, Yuri",Unraveling the Mystery of Lhotse Middle,,,,76:166-175 (2002),,
APIM01301,02,2001,2.0,AAJ,"Nakamura, Tamotsu",,,,,76:400-401 (2002),,
RAKS01101,02,2001,2.0,AAJ,"Hawley, Elizabeth",,,,,76:401 (2002),,
RAKS01301,03,2001,2.0,AAJ,"Thomas, Adam",,,,,76:401-403 (2002),,
DHA101303,02,2001,2.0,AAJ,"Hawley, Elizabeth & Nakamura, Tomatsu",,,,,76:403 (2002),,
DHA101304,02,2001,2.0,AAJ,"Hawley, Elizabeth & Nakamura, Tomatsu",,,,,76:403-404 (2002),,
DHA101305,02,2001,2.0,AAJ,"Hawley, Elizabeth & Nakamura, Tomatsu",,,,,76:403-404 (2002),,
DHA101306,02,2001,2.0,AAJ,"Hawley, Elizabeth & Nakamura, Tomatsu",,,,,76:403-404 (2002),,
DHA101302,01,2001,2.0,AAJ,"Hawley, Elizabeth & Nakamura, Tomatsu",,,,,76:404 (2002),,
DHAM01301,01,2001,2.0,AAJ,"Hawley, Elizabeth",,,,,76:404 (2002),,
HIML01101,02,2001,2.0,AAJ,"Campion, Paul",,,,,76:404-405 (2002),,
MANA01103,02,2001,2.0,AAJ,"Gorbenko, Mstyslav",,,,,76:405 (2002),,
GANC01101,02,2001,2.0,AAJ,"Schuetz, Juergen",,,,,76:406 (2002),,
HCHI01301,02,2001,2.0,AAJ,"Nakamura, Tamotsu",,,,,76:406 (2002),,
AMAD01301,02,2001,2.0,AAJ,"Cartwright, Jules",,,,,76:408-409 (2002),,
PUMO01101,02,2001,2.0,AAJ,"Hawley, Elizabeth",,,,,76:409 (2002),,
PUMO01304,02,2001,2.0,AAJ,"Hawley, Elizabeth",,,,,76:409-410 (2002),,
PUMO01302,02,2001,2.0,AAJ,"Hawley, Elizabeth",,,,,76:410 (2002),,
KTEG01401,01,2001,2.0,AAJ,"Hawley, Elizabeth",,,,,76:410 (2002),,
EVER01109,02,2001,2.0,AAJ,"Hawley, Elizabeth",,,,,76:411 (2002),,
EVER01141,02,2001,2.0,AAJ,"Hawley, Elizabeth",,,,,76:411 (2002),,
EVER01101,02,2001,2.0,AAJ,"Hawley, Elizabeth",,,,,76:411-412 (2002),,
EVER01109,03,2001,2.0,AAJ,"Hawley, Elizabeth",,,,,76:412-413 (2002),,
LHOM01101,03,2001,2.0,AAJ,"Hawley, Elizabeth",,,,,76:413-414 (2002),,
LHOT01102,02,2001,2.0,AAJ,"Hawley, Elizabeth",,,,,76:414 (2002),,
LHOT01101,02,2001,2.0,AAJ,"Hawley, Elizabeth",,,,,76:414 (2002),,
LHOT01401,01,2001,2.0,AAJ,"Tanabe, Osamu",,,,,76:416-417 (2002),,
GAN101301,02,2001,2.0,AAJ,"Yamamori, Kinichi",,,,,76:419-422 (2002),,
EVER01128,02,2001,2.0,AAJ,"Simonson, Eric",,,,,76:422-423 (2002),,
EVER01131,02,2001,2.0,AAJ,"Mountain INFO, High Mountain Sports",,,,,76:423-424 (2002),,
EVER01123,02,2001,2.0,AAJ,"Hawley, Elizabeth",,,,,76:424 (2002),,
EVER01149,02,2001,2.0,AAJ,"Hawley, Elizabeth",,,,,76:424 (2002),,
EVER01302,02,2001,2.0,AAJ,"Hawley, Elizabeth",,,,,76:424-425 (2002),,
EVER01301,02,2001,2.0,AAJ,"Hawley, Elizabeth",,,,,76:424 (2002),,
NUPT75101,05,1975,1.0,,"Stokes, Brummie",Soldiers and Sherpas (2nd ed),"By author, Hereford",2001,,,,
EVER76101,06,1976,1.0,,"Stokes, Brummie",Soldiers and Sherpas (2nd ed),"By author, Hereford",2001,,,,
EVER86301,05,1986,1.0,,"Stokes, Brummie",Soldiers and Sherpas (2nd ed),"By author, Hereford",2001,,,,
NUPT75101,06,1975,1.0,,"Stokes, Brummie",Soldiers and Sherpas,"Michael Joseph, London",1988,,,S766,
EVER88201,05,1988,1.0,,"Stokes, Brummie",Soldiers and Sherpas (2nd ed),"By author, Hereford",2001,,,,
EVER88201,06,1988,1.0,,"Stokes, Brummie",Soldiers and Sherpas,"Michael Joseph, London",1988,,,S766,
GAN101301,03,2001,2.0,JAN,"Yamamori, Kinichi",Unscaled North Face of Yangra Kangri,,,,2:20-22 (Apr 2002),,
